sentence|tone|rater_order|current_rating
I'm really worried about your excessive workload, are you managing alright?|disappointed|0|1
I'm really worried about your excessive workload, are you managing alright?|disappointed|1|2
I'm really worried about your excessive workload, are you managing alright?|disappointed|2|2
I'm really worried about your excessive workload, are you managing alright?|disappointed|3|2
I'm really worried about your excessive workload, are you managing alright?|disappointed|4|2
I'm really worried about your excessive workload, are you managing alright?|encouraging|0|1
I'm really worried about your excessive workload, are you managing alright?|encouraging|1|2
I'm really worried about your excessive workload, are you managing alright?|encouraging|2|1
I'm really worried about your excessive workload, are you managing alright?|encouraging|3|2
I'm really worried about your excessive workload, are you managing alright?|encouraging|4|1
I'm really worried about your excessive workload, are you managing alright?|excited|0|1
I'm really worried about your excessive workload, are you managing alright?|excited|1|1
I'm really worried about your excessive workload, are you managing alright?|excited|2|1
I'm really worried about your excessive workload, are you managing alright?|excited|3|1
I'm really worried about your excessive workload, are you managing alright?|excited|4|1
I'm really worried about your excessive workload, are you managing alright?|friendly|0|4
I'm really worried about your excessive workload, are you managing alright?|friendly|1|4
I'm really worried about your excessive workload, are you managing alright?|friendly|2|4
I'm really worried about your excessive workload, are you managing alright?|friendly|3|4
I'm really worried about your excessive workload, are you managing alright?|friendly|4|4
I'm really worried about your excessive workload, are you managing alright?|frustrated|0|1
I'm really worried about your excessive workload, are you managing alright?|frustrated|1|1
I'm really worried about your excessive workload, are you managing alright?|frustrated|2|1
I'm really worried about your excessive workload, are you managing alright?|frustrated|3|1
I'm really worried about your excessive workload, are you managing alright?|frustrated|4|1
I'm really worried about your excessive workload, are you managing alright?|grateful|0|1
I'm really worried about your excessive workload, are you managing alright?|grateful|1|1
I'm really worried about your excessive workload, are you managing alright?|grateful|2|1
I'm really worried about your excessive workload, are you managing alright?|grateful|3|1
I'm really worried about your excessive workload, are you managing alright?|grateful|4|1
I'm really worried about your excessive workload, are you managing alright?|happy|0|1
I'm really worried about your excessive workload, are you managing alright?|happy|1|1
I'm really worried about your excessive workload, are you managing alright?|happy|2|1
I'm really worried about your excessive workload, are you managing alright?|happy|3|1
I'm really worried about your excessive workload, are you managing alright?|happy|4|1
I'm really worried about your excessive workload, are you managing alright?|indignant|0|1
I'm really worried about your excessive workload, are you managing alright?|indignant|1|1
I'm really worried about your excessive workload, are you managing alright?|indignant|2|1
I'm really worried about your excessive workload, are you managing alright?|indignant|3|1
I'm really worried about your excessive workload, are you managing alright?|indignant|4|1
I'm really worried about your excessive workload, are you managing alright?|irritated|0|1
I'm really worried about your excessive workload, are you managing alright?|irritated|1|1
I'm really worried about your excessive workload, are you managing alright?|irritated|2|1
I'm really worried about your excessive workload, are you managing alright?|irritated|3|1
I'm really worried about your excessive workload, are you managing alright?|irritated|4|1
I'm really worried about your excessive workload, are you managing alright?|joyful|0|1
I'm really worried about your excessive workload, are you managing alright?|joyful|1|1
I'm really worried about your excessive workload, are you managing alright?|joyful|2|1
I'm really worried about your excessive workload, are you managing alright?|joyful|3|1
I'm really worried about your excessive workload, are you managing alright?|joyful|4|1
I'm really worried about your excessive workload, are you managing alright?|nostalgic|0|1
I'm really worried about your excessive workload, are you managing alright?|nostalgic|1|1
I'm really worried about your excessive workload, are you managing alright?|nostalgic|2|1
I'm really worried about your excessive workload, are you managing alright?|nostalgic|3|1
I'm really worried about your excessive workload, are you managing alright?|nostalgic|4|1
I'm really worried about your excessive workload, are you managing alright?|pleased|0|1
I'm really worried about your excessive workload, are you managing alright?|pleased|1|1
I'm really worried about your excessive workload, are you managing alright?|pleased|2|1
I'm really worried about your excessive workload, are you managing alright?|pleased|3|1
I'm really worried about your excessive workload, are you managing alright?|pleased|4|1
I'm really worried about your excessive workload, are you managing alright?|proud|0|1
I'm really worried about your excessive workload, are you managing alright?|proud|1|1
I'm really worried about your excessive workload, are you managing alright?|proud|2|1
I'm really worried about your excessive workload, are you managing alright?|proud|3|1
I'm really worried about your excessive workload, are you managing alright?|proud|4|1
I'm really worried about your excessive workload, are you managing alright?|reassuring|0|2
I'm really worried about your excessive workload, are you managing alright?|reassuring|1|2
I'm really worried about your excessive workload, are you managing alright?|reassuring|2|2
I'm really worried about your excessive workload, are you managing alright?|reassuring|3|1
I'm really worried about your excessive workload, are you managing alright?|reassuring|4|2
I'm really worried about your excessive workload, are you managing alright?|reflective|0|1
I'm really worried about your excessive workload, are you managing alright?|reflective|1|1
I'm really worried about your excessive workload, are you managing alright?|reflective|2|1
I'm really worried about your excessive workload, are you managing alright?|reflective|3|1
I'm really worried about your excessive workload, are you managing alright?|reflective|4|1
I'm really worried about your excessive workload, are you managing alright?|relieved|0|1
I'm really worried about your excessive workload, are you managing alright?|relieved|1|1
I'm really worried about your excessive workload, are you managing alright?|relieved|2|1
I'm really worried about your excessive workload, are you managing alright?|relieved|3|1
I'm really worried about your excessive workload, are you managing alright?|relieved|4|1
I'm really worried about your excessive workload, are you managing alright?|resigned|0|1
I'm really worried about your excessive workload, are you managing alright?|resigned|1|1
I'm really worried about your excessive workload, are you managing alright?|resigned|2|1
I'm really worried about your excessive workload, are you managing alright?|resigned|3|1
I'm really worried about your excessive workload, are you managing alright?|resigned|4|2
I'm really worried about your excessive workload, are you managing alright?|sad|0|2
I'm really worried about your excessive workload, are you managing alright?|sad|1|1
I'm really worried about your excessive workload, are you managing alright?|sad|2|2
I'm really worried about your excessive workload, are you managing alright?|sad|3|2
I'm really worried about your excessive workload, are you managing alright?|sad|4|2
I'm really worried about your excessive workload, are you managing alright?|sarcastic|0|1
I'm really worried about your excessive workload, are you managing alright?|sarcastic|1|1
I'm really worried about your excessive workload, are you managing alright?|sarcastic|2|1
I'm really worried about your excessive workload, are you managing alright?|sarcastic|3|1
I'm really worried about your excessive workload, are you managing alright?|sarcastic|4|1
I'm really worried about your excessive workload, are you managing alright?|shocked|0|2
I'm really worried about your excessive workload, are you managing alright?|shocked|1|1
I'm really worried about your excessive workload, are you managing alright?|shocked|2|1
I'm really worried about your excessive workload, are you managing alright?|shocked|3|1
I'm really worried about your excessive workload, are you managing alright?|shocked|4|1
I'm really worried about your excessive workload, are you managing alright?|skeptical|0|1
I'm really worried about your excessive workload, are you managing alright?|skeptical|1|1
I'm really worried about your excessive workload, are you managing alright?|skeptical|2|1
I'm really worried about your excessive workload, are you managing alright?|skeptical|3|1
I'm really worried about your excessive workload, are you managing alright?|skeptical|4|1
I'm really worried about your excessive workload, are you managing alright?|surprised|0|1
I'm really worried about your excessive workload, are you managing alright?|surprised|1|1
I'm really worried about your excessive workload, are you managing alright?|surprised|2|1
I'm really worried about your excessive workload, are you managing alright?|surprised|3|1
I'm really worried about your excessive workload, are you managing alright?|surprised|4|1
I'm really worried about your excessive workload, are you managing alright?|sympathetic|0|5
I'm really worried about your excessive workload, are you managing alright?|sympathetic|1|5
I'm really worried about your excessive workload, are you managing alright?|sympathetic|2|5
I'm really worried about your excessive workload, are you managing alright?|sympathetic|3|5
I'm really worried about your excessive workload, are you managing alright?|sympathetic|4|4
I'm really worried about your excessive workload, are you managing alright?|thankful|0|1
I'm really worried about your excessive workload, are you managing alright?|thankful|1|1
I'm really worried about your excessive workload, are you managing alright?|thankful|2|1
I'm really worried about your excessive workload, are you managing alright?|thankful|3|1
I'm really worried about your excessive workload, are you managing alright?|thankful|4|1
I'm really worried about your excessive workload, are you managing alright?|uncertain|0|4
I'm really worried about your excessive workload, are you managing alright?|uncertain|1|4
I'm really worried about your excessive workload, are you managing alright?|uncertain|2|4
I'm really worried about your excessive workload, are you managing alright?|uncertain|3|4
I'm really worried about your excessive workload, are you managing alright?|uncertain|4|3
I'm really worried about your excessive workload, are you managing alright?|urgent|0|4
I'm really worried about your excessive workload, are you managing alright?|urgent|1|3
I'm really worried about your excessive workload, are you managing alright?|urgent|2|3
I'm really worried about your excessive workload, are you managing alright?|urgent|3|3
I'm really worried about your excessive workload, are you managing alright?|urgent|4|3
I'm really worried about your excessive workload, are you managing alright?|worried|0|5
I'm really worried about your excessive workload, are you managing alright?|worried|1|5
I'm really worried about your excessive workload, are you managing alright?|worried|2|5
I'm really worried about your excessive workload, are you managing alright?|worried|3|5
I'm really worried about your excessive workload, are you managing alright?|worried|4|5
I'm really worried about your recent behavior, are you okay?|admiring|0|1
I'm really worried about your recent behavior, are you okay?|admiring|1|1
I'm really worried about your recent behavior, are you okay?|admiring|2|1
I'm really worried about your recent behavior, are you okay?|admiring|3|1
I'm really worried about your recent behavior, are you okay?|admiring|4|1
I'm really worried about your recent behavior, are you okay?|affectionate|0|2
I'm really worried about your recent behavior, are you okay?|affectionate|1|3
I'm really worried about your recent behavior, are you okay?|affectionate|2|3
I'm really worried about your recent behavior, are you okay?|affectionate|3|3
I'm really worried about your recent behavior, are you okay?|affectionate|4|1
I'm really worried about your recent behavior, are you okay?|angry|0|1
I'm really worried about your recent behavior, are you okay?|angry|1|1
I'm really worried about your recent behavior, are you okay?|angry|2|1
I'm really worried about your recent behavior, are you okay?|angry|3|1
I'm really worried about your recent behavior, are you okay?|angry|4|1
I'm really worried about your recent behavior, are you okay?|annoyed|0|1
I'm really worried about your recent behavior, are you okay?|annoyed|1|2
I'm really worried about your recent behavior, are you okay?|annoyed|2|1
I'm really worried about your recent behavior, are you okay?|annoyed|3|1
I'm really worried about your recent behavior, are you okay?|annoyed|4|1
I'm really worried about your recent behavior, are you okay?|anxious|0|5
I'm really worried about your recent behavior, are you okay?|anxious|1|4
I'm really worried about your recent behavior, are you okay?|anxious|2|5
I'm really worried about your recent behavior, are you okay?|anxious|3|4
I'm really worried about your recent behavior, are you okay?|anxious|4|5
I'm really worried about your recent behavior, are you okay?|apologetic|0|2
I'm really worried about your recent behavior, are you okay?|apologetic|1|1
I'm really worried about your recent behavior, are you okay?|apologetic|2|1
I'm really worried about your recent behavior, are you okay?|apologetic|3|1
I'm really worried about your recent behavior, are you okay?|apologetic|4|1
I'm really worried about your recent behavior, are you okay?|appreciative|0|1
I'm really worried about your recent behavior, are you okay?|appreciative|1|1
I'm really worried about your recent behavior, are you okay?|appreciative|2|1
I'm really worried about your recent behavior, are you okay?|appreciative|3|1
I'm really worried about your recent behavior, are you okay?|appreciative|4|1
I'm really worried about your recent behavior, are you okay?|concerned|0|5
I'm really worried about your recent behavior, are you okay?|concerned|1|5
I'm really worried about your recent behavior, are you okay?|concerned|2|5
I'm really worried about your recent behavior, are you okay?|concerned|3|5
I'm really worried about your recent behavior, are you okay?|concerned|4|5
I'm really worried about your recent behavior, are you okay?|confused|0|2
I'm really worried about your recent behavior, are you okay?|confused|1|2
I'm really worried about your recent behavior, are you okay?|confused|2|2
I'm really worried about your recent behavior, are you okay?|confused|3|2
I'm really worried about your recent behavior, are you okay?|confused|4|2
I'm really worried about your recent behavior, are you okay?|curious|0|1
I'm really worried about your recent behavior, are you okay?|curious|1|1
I'm really worried about your recent behavior, are you okay?|curious|2|1
I'm really worried about your recent behavior, are you okay?|curious|3|2
I'm really worried about your recent behavior, are you okay?|curious|4|1
I'm really worried about your recent behavior, are you okay?|defensive|0|1
I'm really worried about your recent behavior, are you okay?|defensive|1|1
I'm really worried about your recent behavior, are you okay?|defensive|2|1
I'm really worried about your recent behavior, are you okay?|defensive|3|1
I'm really worried about your recent behavior, are you okay?|defensive|4|1
I'm really worried about your recent behavior, are you okay?|descriptive|0|1
I'm really worried about your recent behavior, are you okay?|descriptive|1|1
I'm really worried about your recent behavior, are you okay?|descriptive|2|1
I'm really worried about your recent behavior, are you okay?|descriptive|3|1
I'm really worried about your recent behavior, are you okay?|descriptive|4|1
I'm really worried about your recent behavior, are you okay?|desperate|0|3.5
I'm really worried about your recent behavior, are you okay?|desperate|1|3
I'm really worried about your recent behavior, are you okay?|desperate|2|3
I'm really worried about your recent behavior, are you okay?|desperate|3|3
I'm really worried about your recent behavior, are you okay?|desperate|4|3
I'm really worried about your recent behavior, are you okay?|disappointed|0|3
I'm really worried about your recent behavior, are you okay?|disappointed|1|2
I'm really worried about your recent behavior, are you okay?|disappointed|2|2
I'm really worried about your recent behavior, are you okay?|disappointed|3|3
I'm really worried about your recent behavior, are you okay?|disappointed|4|2
I'm really worried about your recent behavior, are you okay?|encouraging|0|1
I'm really worried about your recent behavior, are you okay?|encouraging|1|1
I'm really worried about your recent behavior, are you okay?|encouraging|2|1
I'm really worried about your recent behavior, are you okay?|encouraging|3|1
I'm really worried about your recent behavior, are you okay?|encouraging|4|1
I'm really worried about your recent behavior, are you okay?|excited|0|1
I'm really worried about your recent behavior, are you okay?|excited|1|1
I'm really worried about your recent behavior, are you okay?|excited|2|1
I'm really worried about your recent behavior, are you okay?|excited|3|1
I'm really worried about your recent behavior, are you okay?|excited|4|1
I'm really worried about your recent behavior, are you okay?|friendly|0|2
I'm really worried about your recent behavior, are you okay?|friendly|1|2
I'm really worried about your recent behavior, are you okay?|friendly|2|2
I'm really worried about your recent behavior, are you okay?|friendly|3|2
I'm really worried about your recent behavior, are you okay?|friendly|4|1
I'm really worried about your recent behavior, are you okay?|frustrated|0|1
I'm really worried about your recent behavior, are you okay?|frustrated|1|1
I'm really worried about your recent behavior, are you okay?|frustrated|2|1
I'm really worried about your recent behavior, are you okay?|frustrated|3|2
I'm really worried about your recent behavior, are you okay?|frustrated|4|1
I'm really worried about your recent behavior, are you okay?|grateful|0|1
I'm really worried about your recent behavior, are you okay?|grateful|1|1
I'm really worried about your recent behavior, are you okay?|grateful|2|1
I'm really worried about your recent behavior, are you okay?|grateful|3|1
I'm really worried about your recent behavior, are you okay?|grateful|4|1
I'm really worried about your recent behavior, are you okay?|happy|0|1
I'm really worried about your recent behavior, are you okay?|happy|1|1
I'm really worried about your recent behavior, are you okay?|happy|2|1
I'm really worried about your recent behavior, are you okay?|happy|3|1
I'm really worried about your recent behavior, are you okay?|happy|4|1
I'm really worried about your recent behavior, are you okay?|indignant|0|1
I'm really worried about your recent behavior, are you okay?|indignant|1|1
I'm really worried about your recent behavior, are you okay?|indignant|2|1
I'm really worried about your recent behavior, are you okay?|indignant|3|1
I'm really worried about your recent behavior, are you okay?|indignant|4|1
I'm really worried about your recent behavior, are you okay?|irritated|0|1
I'm really worried about your recent behavior, are you okay?|irritated|1|1
I'm really worried about your recent behavior, are you okay?|irritated|2|1
I'm really worried about your recent behavior, are you okay?|irritated|3|1
I'm really worried about your recent behavior, are you okay?|irritated|4|1
I'm really worried about your recent behavior, are you okay?|joyful|0|1
I'm really worried about your recent behavior, are you okay?|joyful|1|1
I'm really worried about your recent behavior, are you okay?|joyful|2|1
I'm really worried about your recent behavior, are you okay?|joyful|3|1
I'm really worried about your recent behavior, are you okay?|joyful|4|1
I'm really worried about your recent behavior, are you okay?|nostalgic|0|1
I'm really worried about your recent behavior, are you okay?|nostalgic|1|1
I'm really worried about your recent behavior, are you okay?|nostalgic|2|1
I'm really worried about your recent behavior, are you okay?|nostalgic|3|1
I'm really worried about your recent behavior, are you okay?|nostalgic|4|1
I'm really worried about your recent behavior, are you okay?|pleased|0|1
I'm really worried about your recent behavior, are you okay?|pleased|1|1
I'm really worried about your recent behavior, are you okay?|pleased|2|1
I'm really worried about your recent behavior, are you okay?|pleased|3|1
I'm really worried about your recent behavior, are you okay?|pleased|4|1
I'm really worried about your recent behavior, are you okay?|proud|0|1
I'm really worried about your recent behavior, are you okay?|proud|1|1
I'm really worried about your recent behavior, are you okay?|proud|2|1
I'm really worried about your recent behavior, are you okay?|proud|3|1
I'm really worried about your recent behavior, are you okay?|proud|4|1
I'm really worried about your recent behavior, are you okay?|reassuring|0|2
I'm really worried about your recent behavior, are you okay?|reassuring|1|2
I'm really worried about your recent behavior, are you okay?|reassuring|2|2
I'm really worried about your recent behavior, are you okay?|reassuring|3|2
I'm really worried about your recent behavior, are you okay?|reassuring|4|1
I'm really worried about your recent behavior, are you okay?|reflective|0|1
I'm really worried about your recent behavior, are you okay?|reflective|1|1
I'm really worried about your recent behavior, are you okay?|reflective|2|1
I'm really worried about your recent behavior, are you okay?|reflective|3|1
I'm really worried about your recent behavior, are you okay?|reflective|4|2
I'm really worried about your recent behavior, are you okay?|relieved|0|1
I'm really worried about your recent behavior, are you okay?|relieved|1|2
I'm really worried about your recent behavior, are you okay?|relieved|2|1
I'm really worried about your recent behavior, are you okay?|relieved|3|1
I'm really worried about your recent behavior, are you okay?|relieved|4|1
I'm really worried about your recent behavior, are you okay?|resigned|0|1
I'm really worried about your recent behavior, are you okay?|resigned|1|1
I'm really worried about your recent behavior, are you okay?|resigned|2|2
I'm really worried about your recent behavior, are you okay?|resigned|3|1
I'm really worried about your recent behavior, are you okay?|resigned|4|2
I'm really worried about your recent behavior, are you okay?|sad|0|3
I'm really worried about your recent behavior, are you okay?|sad|1|2
I'm really worried about your recent behavior, are you okay?|sad|2|2
I'm really worried about your recent behavior, are you okay?|sad|3|2
I'm really worried about your recent behavior, are you okay?|sad|4|3
I'm really worried about your recent behavior, are you okay?|sarcastic|0|1
I'm really worried about your recent behavior, are you okay?|sarcastic|1|1
I'm really worried about your recent behavior, are you okay?|sarcastic|2|1
I'm really worried about your recent behavior, are you okay?|sarcastic|3|1
I'm really worried about your recent behavior, are you okay?|sarcastic|4|1
I'm really worried about your recent behavior, are you okay?|shocked|0|2
I'm really worried about your recent behavior, are you okay?|shocked|1|2
I'm really worried about your recent behavior, are you okay?|shocked|2|2
I'm really worried about your recent behavior, are you okay?|shocked|3|2
I'm really worried about your recent behavior, are you okay?|shocked|4|2
I'm really worried about your recent behavior, are you okay?|skeptical|0|1
I'm really worried about your recent behavior, are you okay?|skeptical|1|1
I'm really worried about your recent behavior, are you okay?|skeptical|2|1
I'm really worried about your recent behavior, are you okay?|skeptical|3|1
I'm really worried about your recent behavior, are you okay?|skeptical|4|1
I'm really worried about your recent behavior, are you okay?|surprised|0|2
I'm really worried about your recent behavior, are you okay?|surprised|1|2
I'm really worried about your recent behavior, are you okay?|surprised|2|1
I'm really worried about your recent behavior, are you okay?|surprised|3|1
I'm really worried about your recent behavior, are you okay?|surprised|4|2
I'm really worried about your recent behavior, are you okay?|sympathetic|0|5
I'm really worried about your recent behavior, are you okay?|sympathetic|1|4
I'm really worried about your recent behavior, are you okay?|sympathetic|2|4
I'm really worried about your recent behavior, are you okay?|sympathetic|3|4
I'm really worried about your recent behavior, are you okay?|sympathetic|4|4
I'm really worried about your recent behavior, are you okay?|thankful|0|1
I'm really worried about your recent behavior, are you okay?|thankful|1|1
I'm really worried about your recent behavior, are you okay?|thankful|2|1
I'm really worried about your recent behavior, are you okay?|thankful|3|1
I'm really worried about your recent behavior, are you okay?|thankful|4|1
I'm really worried about your recent behavior, are you okay?|uncertain|0|4
I'm really worried about your recent behavior, are you okay?|uncertain|1|4
I'm really worried about your recent behavior, are you okay?|uncertain|2|3.5
I'm really worried about your recent behavior, are you okay?|uncertain|3|4
I'm really worried about your recent behavior, are you okay?|uncertain|4|4
I'm really worried about your recent behavior, are you okay?|urgent|0|3
I'm really worried about your recent behavior, are you okay?|urgent|1|3.5
I'm really worried about your recent behavior, are you okay?|urgent|2|4
I'm really worried about your recent behavior, are you okay?|urgent|3|2
I'm really worried about your recent behavior, are you okay?|urgent|4|2
I'm really worried about your recent behavior, are you okay?|worried|0|5
I'm really worried about your recent behavior, are you okay?|worried|1|5
I'm really worried about your recent behavior, are you okay?|worried|2|5
I'm really worried about your recent behavior, are you okay?|worried|3|5
I'm really worried about your recent behavior, are you okay?|worried|4|5
I've missed you so much, my darling.|admiring|0|1
I've missed you so much, my darling.|admiring|1|1
I've missed you so much, my darling.|admiring|2|1
I've missed you so much, my darling.|admiring|3|1
I've missed you so much, my darling.|admiring|4|1
I've missed you so much, my darling.|affectionate|0|5
I've missed you so much, my darling.|affectionate|1|5
I've missed you so much, my darling.|affectionate|2|5
I've missed you so much, my darling.|affectionate|3|5
I've missed you so much, my darling.|affectionate|4|5
I've missed you so much, my darling.|angry|0|1
I've missed you so much, my darling.|angry|1|1
I've missed you so much, my darling.|angry|2|1
I've missed you so much, my darling.|angry|3|1
I've missed you so much, my darling.|angry|4|1
I've missed you so much, my darling.|annoyed|0|1
I've missed you so much, my darling.|annoyed|1|1
I've missed you so much, my darling.|annoyed|2|1
I've missed you so much, my darling.|annoyed|3|1
I've missed you so much, my darling.|annoyed|4|1
I've missed you so much, my darling.|anxious|0|1
I've missed you so much, my darling.|anxious|1|1
I've missed you so much, my darling.|anxious|2|1
I've missed you so much, my darling.|anxious|3|1
I've missed you so much, my darling.|anxious|4|1
I've missed you so much, my darling.|apologetic|0|1
I've missed you so much, my darling.|apologetic|1|1
I've missed you so much, my darling.|apologetic|2|1
I've missed you so much, my darling.|apologetic|3|1
I've missed you so much, my darling.|apologetic|4|1
I've missed you so much, my darling.|appreciative|0|1
I've missed you so much, my darling.|appreciative|1|1
I've missed you so much, my darling.|appreciative|2|1
I've missed you so much, my darling.|appreciative|3|2
I've missed you so much, my darling.|appreciative|4|1
I've missed you so much, my darling.|concerned|0|1
I've missed you so much, my darling.|concerned|1|1
I've missed you so much, my darling.|concerned|2|1
I've missed you so much, my darling.|concerned|3|1
I've missed you so much, my darling.|concerned|4|1
I've missed you so much, my darling.|confused|0|1
I've missed you so much, my darling.|confused|1|1
I've missed you so much, my darling.|confused|2|1
I've missed you so much, my darling.|confused|3|1
I've missed you so much, my darling.|confused|4|1
I've missed you so much, my darling.|curious|0|1
I've missed you so much, my darling.|curious|1|1
I've missed you so much, my darling.|curious|2|1
I've missed you so much, my darling.|curious|3|1
I've missed you so much, my darling.|curious|4|1
I've missed you so much, my darling.|defensive|0|1
I've missed you so much, my darling.|defensive|1|1
I've missed you so much, my darling.|defensive|2|1
I've missed you so much, my darling.|defensive|3|1
I've missed you so much, my darling.|defensive|4|1
I've missed you so much, my darling.|descriptive|0|1
I've missed you so much, my darling.|descriptive|1|1
I've missed you so much, my darling.|descriptive|2|1
I've missed you so much, my darling.|descriptive|3|1
I've missed you so much, my darling.|descriptive|4|1
I've missed you so much, my darling.|desperate|0|2
I've missed you so much, my darling.|desperate|1|2
I've missed you so much, my darling.|desperate|2|2
I've missed you so much, my darling.|desperate|3|2
I've missed you so much, my darling.|desperate|4|3
I've missed you so much, my darling.|disappointed|0|1
I've missed you so much, my darling.|disappointed|1|1
I've missed you so much, my darling.|disappointed|2|1
I've missed you so much, my darling.|disappointed|3|1
I've missed you so much, my darling.|disappointed|4|1
I've missed you so much, my darling.|encouraging|0|1
I've missed you so much, my darling.|encouraging|1|1
I've missed you so much, my darling.|encouraging|2|1
I've missed you so much, my darling.|encouraging|3|1
I've missed you so much, my darling.|encouraging|4|1
I've missed you so much, my darling.|excited|0|2
I've missed you so much, my darling.|excited|1|3
I've missed you so much, my darling.|excited|2|2
I've missed you so much, my darling.|excited|3|2
I've missed you so much, my darling.|excited|4|2
I've missed you so much, my darling.|friendly|0|5
I've missed you so much, my darling.|friendly|1|5
I've missed you so much, my darling.|friendly|2|5
I've missed you so much, my darling.|friendly|3|5
I've missed you so much, my darling.|friendly|4|5
I've missed you so much, my darling.|frustrated|0|1
I've missed you so much, my darling.|frustrated|1|1
I've missed you so much, my darling.|frustrated|2|1
I've missed you so much, my darling.|frustrated|3|1
I've missed you so much, my darling.|frustrated|4|1
I've missed you so much, my darling.|grateful|0|1
I've missed you so much, my darling.|grateful|1|1
I've missed you so much, my darling.|grateful|2|2
I've missed you so much, my darling.|grateful|3|1
I've missed you so much, my darling.|grateful|4|1
I've missed you so much, my darling.|happy|0|3
I've missed you so much, my darling.|happy|1|3
I've missed you so much, my darling.|happy|2|3
I've missed you so much, my darling.|happy|3|3
I've missed you so much, my darling.|happy|4|3
I've missed you so much, my darling.|indignant|0|1
I've missed you so much, my darling.|indignant|1|1
I've missed you so much, my darling.|indignant|2|1
I've missed you so much, my darling.|indignant|3|1
I've missed you so much, my darling.|indignant|4|1
I've missed you so much, my darling.|irritated|0|1
I've missed you so much, my darling.|irritated|1|1
I've missed you so much, my darling.|irritated|2|1
I've missed you so much, my darling.|irritated|3|1
I've missed you so much, my darling.|irritated|4|1
I've missed you so much, my darling.|joyful|0|2
I've missed you so much, my darling.|joyful|1|3
I've missed you so much, my darling.|joyful|2|3
I've missed you so much, my darling.|joyful|3|3
I've missed you so much, my darling.|joyful|4|3
I've missed you so much, my darling.|nostalgic|0|3.5
I've missed you so much, my darling.|nostalgic|1|3
I've missed you so much, my darling.|nostalgic|2|3
I've missed you so much, my darling.|nostalgic|3|3
I've missed you so much, my darling.|nostalgic|4|3
I've missed you so much, my darling.|pleased|0|3
I've missed you so much, my darling.|pleased|1|4
I've missed you so much, my darling.|pleased|2|3
I've missed you so much, my darling.|pleased|3|5
I've missed you so much, my darling.|pleased|4|3.5
I've missed you so much, my darling.|proud|0|1
I've missed you so much, my darling.|proud|1|1
I've missed you so much, my darling.|proud|2|1
I've missed you so much, my darling.|proud|3|1
I've missed you so much, my darling.|proud|4|1
I've missed you so much, my darling.|reassuring|0|1
I've missed you so much, my darling.|reassuring|1|1
I've missed you so much, my darling.|reassuring|2|1
I've missed you so much, my darling.|reassuring|3|1
I've missed you so much, my darling.|reassuring|4|1
I've missed you so much, my darling.|reflective|0|1
I've missed you so much, my darling.|reflective|1|1
I've missed you so much, my darling.|reflective|2|1
I've missed you so much, my darling.|reflective|3|1
I've missed you so much, my darling.|reflective|4|1
I've missed you so much, my darling.|relieved|0|1
I've missed you so much, my darling.|relieved|1|1
I've missed you so much, my darling.|relieved|2|1
I've missed you so much, my darling.|relieved|3|1
I've missed you so much, my darling.|relieved|4|1
I've missed you so much, my darling.|resigned|0|1
I've missed you so much, my darling.|resigned|1|1
I've missed you so much, my darling.|resigned|2|1
I've missed you so much, my darling.|resigned|3|1
I've missed you so much, my darling.|resigned|4|1
I've missed you so much, my darling.|sad|0|2
I've missed you so much, my darling.|sad|1|2
I've missed you so much, my darling.|sad|2|2
I've missed you so much, my darling.|sad|3|2
I've missed you so much, my darling.|sad|4|2
I've missed you so much, my darling.|sarcastic|0|1
I've missed you so much, my darling.|sarcastic|1|1
I've missed you so much, my darling.|sarcastic|2|1
I've missed you so much, my darling.|sarcastic|3|1
I've missed you so much, my darling.|sarcastic|4|1
I've missed you so much, my darling.|shocked|0|1
I've missed you so much, my darling.|shocked|1|1
I've missed you so much, my darling.|shocked|2|1
I've missed you so much, my darling.|shocked|3|1
I've missed you so much, my darling.|shocked|4|1
I've missed you so much, my darling.|skeptical|0|1
I've missed you so much, my darling.|skeptical|1|1
I've missed you so much, my darling.|skeptical|2|1
I've missed you so much, my darling.|skeptical|3|1
I've missed you so much, my darling.|skeptical|4|1
I've missed you so much, my darling.|surprised|0|1
I've missed you so much, my darling.|surprised|1|1
I've missed you so much, my darling.|surprised|2|1
I've missed you so much, my darling.|surprised|3|1
I've missed you so much, my darling.|surprised|4|1
I've missed you so much, my darling.|sympathetic|0|1
I've missed you so much, my darling.|sympathetic|1|2
I've missed you so much, my darling.|sympathetic|2|1
I've missed you so much, my darling.|sympathetic|3|1
I've missed you so much, my darling.|sympathetic|4|1
I've missed you so much, my darling.|thankful|0|1
I've missed you so much, my darling.|thankful|1|1
I've missed you so much, my darling.|thankful|2|1
I've missed you so much, my darling.|thankful|3|1
I've missed you so much, my darling.|thankful|4|1
I've missed you so much, my darling.|uncertain|0|1
I've missed you so much, my darling.|uncertain|1|1
I've missed you so much, my darling.|uncertain|2|1
I've missed you so much, my darling.|uncertain|3|1
I've missed you so much, my darling.|uncertain|4|1
I've missed you so much, my darling.|urgent|0|1
I've missed you so much, my darling.|urgent|1|1
I've missed you so much, my darling.|urgent|2|1
I've missed you so much, my darling.|urgent|3|1
I've missed you so much, my darling.|urgent|4|1
I've missed you so much, my darling.|worried|0|1
I've missed you so much, my darling.|worried|1|1
I've missed you so much, my darling.|worried|2|1
I've missed you so much, my darling.|worried|3|1
