_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,word_1,word_2,idx_1,idx_2,order
{},False,{},2612,2023-12-16 00:08:37,False,,,EvaluationTrial,541,541,True,541,38,44,evaluations,"{""id"": 540, ""word_1"": ""friendly"", ""word_2"": ""thankful"", ""idx_1"": 16, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,4,True,2923.0,,,27.14,418.5,425.0,6.5,0,default,EvaluationTrial,Info,friendly,thankful,16,36,1
{},False,{},2613,2023-12-16 00:08:37,False,,,EvaluationTrial,415,415,True,415,39,35,evaluations,"{""id"": 414, ""word_1"": ""desperate"", ""word_2"": ""desperate"", ""idx_1"": 12, ""idx_2"": 12, ""order"": 0}",True,False,,0.0,,5,True,2900.0,,,2.172,399.0,405.5,6.5,0,default,EvaluationTrial,Info,desperate,desperate,12,12,0
{},False,{},2614,2023-12-16 00:08:43,False,,,EvaluationTrial,379,379,True,379,39,35,evaluations,"{""id"": 378, ""word_1"": ""defensive"", ""word_2"": ""skeptical"", ""idx_1"": 10, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,2,True,2904.0,,,2.133,405.5,412.0,6.5,0,default,EvaluationTrial,Info,defensive,skeptical,10,33,0
{},False,{},2615,2023-12-16 00:08:43,False,,,EvaluationTrial,586,586,True,586,51,46,evaluations,"{""id"": 585, ""word_1"": ""grateful"", ""word_2"": ""thankful"", ""idx_1"": 18, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,5,True,2908.0,,,4.721,295.0,301.5,6.5,0,default,EvaluationTrial,Info,grateful,thankful,18,36,1
{},False,{},2616,2023-12-16 00:08:46,False,,,EvaluationTrial,472,472,True,472,46,38,evaluations,"{""id"": 471, ""word_1"": ""encouraging"", ""word_2"": ""friendly"", ""idx_1"": 14, ""idx_2"": 16, ""order"": 1}",True,False,,0.0,,5,True,2909.0,,,2.077,483.5,490.0,6.5,0,default,EvaluationTrial,Info,encouraging,friendly,14,16,1
{},False,{},2617,2023-12-16 00:08:46,False,,,EvaluationTrial,276,276,True,276,50,47,evaluations,"{""id"": 275, ""word_1"": ""concerned"", ""word_2"": ""nostalgic"", ""idx_1"": 7, ""idx_2"": 23, ""order"": 0}",True,False,,0.0,,2,True,2922.0,,,14.829,165.0,171.5,6.5,0,default,EvaluationTrial,Info,concerned,nostalgic,7,23,0
{},False,{},2618,2023-12-16 00:08:47,False,,,EvaluationTrial,627,627,True,627,39,35,evaluations,"{""id"": 626, ""word_1"": ""indignant"", ""word_2"": ""thankful"", ""idx_1"": 20, ""idx_2"": 36, ""order"": 0}",True,False,,0.0,,3,True,2914.0,,,4.138,412.0,418.5,6.5,0,default,EvaluationTrial,Info,indignant,thankful,20,36,0
{},False,{},2619,2023-12-16 00:08:48,False,,,EvaluationTrial,632,632,True,632,49,41,evaluations,"{""id"": 631, ""word_1"": ""irritated"", ""word_2"": ""joyful"", ""idx_1"": 21, ""idx_2"": 22, ""order"": 0}",True,False,,0.0,,1,True,2910.0,,,1.83,438.0,444.5,6.5,0,default,EvaluationTrial,Info,irritated,joyful,21,22,0
{},False,{},2620,2023-12-16 00:08:50,False,,,EvaluationTrial,523,523,True,523,51,46,evaluations,"{""id"": 522, ""word_1"": ""friendly"", ""word_2"": ""grateful"", ""idx_1"": 16, ""idx_2"": 18, ""order"": 0}",True,False,,0.0,,4,True,2912.0,,,2.123,301.5,308.0,6.5,0,default,EvaluationTrial,Info,friendly,grateful,16,18,0
,False,{},2621,2023-12-16 00:08:51,False,,,EvaluationTrial,494,494,True,494,46,38,evaluations,"{""id"": 493, ""word_1"": ""encouraging"", ""word_2"": ""urgent"", ""idx_1"": 14, ""idx_2"": 38, ""order"": 1}",True,True,,0.0,2569.0,4,False,2916.0,0.0,1.0,3.17,490.0,496.5,6.5,0,default,EvaluationTrial,Info,encouraging,urgent,14,38,1
{},False,{},2622,2023-12-16 00:08:52,False,,,EvaluationTrial,311,311,True,311,49,41,evaluations,"{""id"": 310, ""word_1"": ""confused"", ""word_2"": ""reassuring"", ""idx_1"": 8, ""idx_2"": 26, ""order"": 1}",True,False,,0.0,,3,True,2917.0,,,2.839,444.5,451.0,6.5,0,default,EvaluationTrial,Info,confused,reassuring,8,26,1
{},False,{},2623,2023-12-16 00:08:55,False,,,EvaluationTrial,281,281,True,281,51,46,evaluations,"{""id"": 280, ""word_1"": ""concerned"", ""word_2"": ""relieved"", ""idx_1"": 7, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,3,True,2921.0,,,5.408,308.0,314.5,6.5,0,default,EvaluationTrial,Info,concerned,relieved,7,28,0
{},False,{},2624,2023-12-16 00:08:56,False,,,EvaluationTrial,730,730,True,730,39,35,evaluations,"{""id"": 729, ""word_1"": ""reflective"", ""word_2"": ""reflective"", ""idx_1"": 27, ""idx_2"": 27, ""order"": 1}",True,False,,0.0,,5,True,2925.0,,,6.448,418.5,425.0,6.5,0,default,EvaluationTrial,Info,reflective,reflective,27,27,1
{},False,{},2625,2023-12-16 00:08:57,False,,,EvaluationTrial,6,6,True,6,49,41,evaluations,"{""id"": 5, ""word_1"": ""admiring"", ""word_2"": ""apologetic"", ""idx_1"": 0, ""idx_2"": 5, ""order"": 1}",True,False,,0.0,,3,True,2920.0,,,2.119,451.0,457.5,6.5,0,default,EvaluationTrial,Info,admiring,apologetic,0,5,1
{},False,{},2626,2023-12-16 00:09:01,False,,,EvaluationTrial,70,70,True,70,49,41,evaluations,"{""id"": 69, ""word_1"": ""affectionate"", ""word_2"": ""sad"", ""idx_1"": 1, ""idx_2"": 30, ""order"": 1}",True,False,,0.0,,1,True,2924.0,,,2.916,457.5,464.0,6.5,0,default,EvaluationTrial,Info,affectionate,sad,1,30,1
{},False,{},2627,2023-12-16 00:09:02,False,,,EvaluationTrial,669,669,True,669,51,46,evaluations,"{""id"": 668, ""word_1"": ""nostalgic"", ""word_2"": ""pleased"", ""idx_1"": 23, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,3,True,2927.0,,,3.929,314.5,321.0,6.5,0,default,EvaluationTrial,Info,nostalgic,pleased,23,24,1
{},False,{},2628,2023-12-16 00:09:03,False,,,EvaluationTrial,33,33,True,33,50,47,evaluations,"{""id"": 32, ""word_1"": ""admiring"", ""word_2"": ""shocked"", ""idx_1"": 0, ""idx_2"": 32, ""order"": 0}",True,False,,0.0,,1,True,2929.0,,,3.872,171.5,178.0,6.5,0,default,EvaluationTrial,Info,admiring,shocked,0,32,0
{},False,{},2629,2023-12-16 00:09:06,False,,,EvaluationTrial,714,714,True,714,38,44,evaluations,"{""id"": 713, ""word_1"": ""proud"", ""word_2"": ""urgent"", ""idx_1"": 25, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,4,True,2931.0,,,2.205,425.0,431.5,6.5,0,default,EvaluationTrial,Info,proud,urgent,25,38,1
{},False,{},2630,2023-12-16 00:09:06,False,,,EvaluationTrial,476,476,True,476,49,41,evaluations,"{""id"": 475, ""word_1"": ""encouraging"", ""word_2"": ""indignant"", ""idx_1"": 14, ""idx_2"": 20, ""order"": 1}",True,False,,0.0,,1,True,2930.0,,,1.989,464.0,470.5,6.5,0,default,EvaluationTrial,Info,encouraging,indignant,14,20,1
{},False,{},2631,2023-12-16 00:09:07,False,,,EvaluationTrial,741,741,True,741,39,35,evaluations,"{""id"": 740, ""word_1"": ""reflective"", ""word_2"": ""urgent"", ""idx_1"": 27, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,2,True,2932.0,,,2.134,425.0,431.5,6.5,0,default,EvaluationTrial,Info,reflective,urgent,27,38,1
{},False,{},2632,2023-12-16 00:09:08,False,,,EvaluationTrial,401,401,True,401,51,46,evaluations,"{""id"": 400, ""word_1"": ""descriptive"", ""word_2"": ""reassuring"", ""idx_1"": 11, ""idx_2"": 26, ""order"": 0}",True,False,,0.0,,3,True,2933.0,,,2.181,321.0,327.5,6.5,0,default,EvaluationTrial,Info,descriptive,reassuring,11,26,0
{},False,{},2633,2023-12-16 00:09:09,False,,,EvaluationTrial,429,429,True,429,50,47,evaluations,"{""id"": 428, ""word_1"": ""desperate"", ""word_2"": ""reassuring"", ""idx_1"": 12, ""idx_2"": 26, ""order"": 0}",True,False,,0.0,,2,True,2935.0,,,3.985,178.0,184.5,6.5,0,default,EvaluationTrial,Info,desperate,reassuring,12,26,0
{},False,{},2634,2023-12-16 00:09:11,False,,,EvaluationTrial,233,233,True,233,49,41,evaluations,"{""id"": 232, ""word_1"": ""appreciative"", ""word_2"": ""disappointed"", ""idx_1"": 6, ""idx_2"": 13, ""order"": 0}",True,False,,0.0,,1,True,2934.0,,,1.634,470.5,477.0,6.5,0,default,EvaluationTrial,Info,appreciative,disappointed,6,13,0
{},False,{},2635,2023-12-16 00:09:12,False,,,EvaluationTrial,803,803,True,803,38,44,evaluations,"{""id"": 802, ""word_1"": ""surprised"", ""word_2"": ""uncertain"", ""idx_1"": 34, ""idx_2"": 37, ""order"": 1}",True,False,,0.0,,3,True,2937.0,,,1.877,431.5,438.0,6.5,0,default,EvaluationTrial,Info,surprised,uncertain,34,37,1
{},False,{},2636,2023-12-16 00:09:12,False,,,EvaluationTrial,265,265,True,265,39,35,evaluations,"{""id"": 264, ""word_1"": ""concerned"", ""word_2"": ""desperate"", ""idx_1"": 7, ""idx_2"": 12, ""order"": 0}",True,False,,0.0,,3,True,2936.0,,,2.025,431.5,438.0,6.5,0,default,EvaluationTrial,Info,concerned,desperate,7,12,0
{},False,{},2637,2023-12-16 00:09:13,False,,,EvaluationTrial,291,291,True,291,51,46,evaluations,"{""id"": 290, ""word_1"": ""concerned"", ""word_2"": ""urgent"", ""idx_1"": 7, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,4,True,2942.0,,,7.069,327.5,334.0,6.5,0,default,EvaluationTrial,Info,concerned,urgent,7,38,1
{},False,{},2638,2023-12-16 00:09:15,False,,,EvaluationTrial,425,425,True,425,49,41,evaluations,"{""id"": 424, ""word_1"": ""desperate"", ""word_2"": ""joyful"", ""idx_1"": 12, ""idx_2"": 22, ""order"": 1}",True,False,,0.0,,1,True,2938.0,,,1.401,477.0,483.5,6.5,0,default,EvaluationTrial,Info,desperate,joyful,12,22,1
{},False,{},2639,2023-12-16 00:09:16,False,,,EvaluationTrial,165,165,True,165,50,47,evaluations,"{""id"": 164, ""word_1"": ""anxious"", ""word_2"": ""encouraging"", ""idx_1"": 4, ""idx_2"": 14, ""order"": 0}",True,False,,0.0,,2,True,2941.0,,,2.107,184.5,191.0,6.5,0,default,EvaluationTrial,Info,anxious,encouraging,4,14,0
{},False,{},2640,2023-12-16 00:09:17,False,,,EvaluationTrial,453,453,True,453,39,35,evaluations,"{""id"": 452, ""word_1"": ""disappointed"", ""word_2"": ""nostalgic"", ""idx_1"": 13, ""idx_2"": 23, ""order"": 0}",True,False,,0.0,,1,True,2947.0,,,5.63,438.0,444.5,6.5,0,default,EvaluationTrial,Info,disappointed,nostalgic,13,23,0
{},False,{},2641,2023-12-16 00:09:17,False,,,EvaluationTrial,29,29,True,29,38,44,evaluations,"{""id"": 28, ""word_1"": ""admiring"", ""word_2"": ""relieved"", ""idx_1"": 0, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,3,True,2939.0,,,1.196,438.0,444.5,6.5,0,default,EvaluationTrial,Info,admiring,relieved,0,28,0
{},False,{},2642,2023-12-16 00:09:18,False,,,EvaluationTrial,109,109,True,109,49,41,evaluations,"{""id"": 108, ""word_1"": ""angry"", ""word_2"": ""sarcastic"", ""idx_1"": 2, ""idx_2"": 31, ""order"": 1}",True,False,,0.0,,4,True,2945.0,,,2.062,483.5,490.0,6.5,0,default,EvaluationTrial,Info,angry,sarcastic,2,31,1
{},False,{},2643,2023-12-16 00:09:20,False,,,EvaluationTrial,207,207,True,207,38,44,evaluations,"{""id"": 206, ""word_1"": ""apologetic"", ""word_2"": ""irritated"", ""idx_1"": 5, ""idx_2"": 21, ""order"": 0}",True,False,,0.0,,3,True,2943.0,,,0.928,444.5,451.0,6.5,0,default,EvaluationTrial,Info,apologetic,irritated,5,21,0
{},False,{},2644,2023-12-16 00:09:22,False,,,EvaluationTrial,150,150,True,150,51,46,evaluations,"{""id"": 149, ""word_1"": ""annoyed"", ""word_2"": ""sympathetic"", ""idx_1"": 3, ""idx_2"": 35, ""order"": 1}",True,False,,0.0,,1,True,2948.0,,,1.984,334.0,340.5,6.5,0,default,EvaluationTrial,Info,annoyed,sympathetic,3,35,1
{},False,{},2645,2023-12-16 00:09:22,False,,,EvaluationTrial,731,731,True,731,50,47,evaluations,"{""id"": 730, ""word_1"": ""reflective"", ""word_2"": ""relieved"", ""idx_1"": 27, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,4,True,2954.0,,,5.522,191.0,197.5,6.5,0,default,EvaluationTrial,Info,reflective,relieved,27,28,1
{},False,{},2646,2023-12-16 00:09:23,False,,,EvaluationTrial,778,778,True,778,38,44,evaluations,"{""id"": 777, ""word_1"": ""sarcastic"", ""word_2"": ""skeptical"", ""idx_1"": 31, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,2,True,2949.0,,,1.641,451.0,457.5,6.5,0,default,EvaluationTrial,Info,sarcastic,skeptical,31,33,0
,False,{},2647,2023-12-16 00:09:23,False,,,EvaluationTrial,99,99,True,99,49,41,evaluations,"{""id"": 98, ""word_1"": ""angry"", ""word_2"": ""irritated"", ""idx_1"": 2, ""idx_2"": 21, ""order"": 0}",True,True,,0.0,2154.0,5,False,2951.0,0.0,1.0,1.425,490.0,496.5,6.5,0,default,EvaluationTrial,Info,angry,irritated,2,21,0
{},False,{},2648,2023-12-16 00:09:23,False,,,EvaluationTrial,686,686,True,686,53,48,evaluations,"{""id"": 685, ""word_1"": ""pleased"", ""word_2"": ""proud"", ""idx_1"": 24, ""idx_2"": 25, ""order"": 0}",True,False,,0.0,,4,True,2972.0,,,27.032,100.0,106.5,6.5,0,default,EvaluationTrial,Info,pleased,proud,24,25,0
{},False,{},2649,2023-12-16 00:09:26,False,,,EvaluationTrial,721,721,True,721,39,35,evaluations,"{""id"": 720, ""word_1"": ""reassuring"", ""word_2"": ""sarcastic"", ""idx_1"": 26, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,2,True,2953.0,,,1.603,444.5,451.0,6.5,0,default,EvaluationTrial,Info,reassuring,sarcastic,26,31,0
{},False,{},2650,2023-12-16 00:09:27,False,,,EvaluationTrial,226,226,True,226,51,46,evaluations,"{""id"": 225, ""word_1"": ""appreciative"", ""word_2"": ""appreciative"", ""idx_1"": 6, ""idx_2"": 6, ""order"": 1}",True,False,,0.0,,5,True,2955.0,,,3.861,340.5,347.0,6.5,0,default,EvaluationTrial,Info,appreciative,appreciative,6,6,1
{},False,{},2651,2023-12-16 00:09:28,False,,,EvaluationTrial,223,223,True,223,38,44,evaluations,"{""id"": 222, ""word_1"": ""apologetic"", ""word_2"": ""uncertain"", ""idx_1"": 5, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,2,True,2962.0,,,12.131,457.5,464.0,6.5,0,default,EvaluationTrial,Info,apologetic,uncertain,5,37,0
{},False,{},2652,2023-12-16 00:09:31,False,,,EvaluationTrial,44,44,True,44,39,35,evaluations,"{""id"": 43, ""word_1"": ""affectionate"", ""word_2"": ""anxious"", ""idx_1"": 1, ""idx_2"": 4, ""order"": 0}",True,False,,0.0,,3,True,2957.0,,,2.561,451.0,457.5,6.5,0,default,EvaluationTrial,Info,affectionate,anxious,1,4,0
{},False,{},2653,2023-12-16 00:09:32,False,,,EvaluationTrial,164,164,True,164,50,47,evaluations,"{""id"": 163, ""word_1"": ""anxious"", ""word_2"": ""disappointed"", ""idx_1"": 4, ""idx_2"": 13, ""order"": 1}",True,False,,0.0,,3,True,2958.0,,,4.09,197.5,204.0,6.5,0,default,EvaluationTrial,Info,anxious,disappointed,4,13,1
{},False,{},2654,2023-12-16 00:09:33,False,,,EvaluationTrial,320,320,True,320,51,46,evaluations,"{""id"": 319, ""word_1"": ""confused"", ""word_2"": ""sympathetic"", ""idx_1"": 8, ""idx_2"": 35, ""order"": 0}",True,False,,0.0,,2,True,2959.0,,,2.795,347.0,353.5,6.5,0,default,EvaluationTrial,Info,confused,sympathetic,8,35,0
{},False,{},2655,2023-12-16 00:09:36,False,,,EvaluationTrial,395,395,True,395,39,35,evaluations,"{""id"": 394, ""word_1"": ""descriptive"", ""word_2"": ""indignant"", ""idx_1"": 11, ""idx_2"": 20, ""order"": 1}",True,False,,0.0,,2,True,2961.0,,,1.698,457.5,464.0,6.5,0,default,EvaluationTrial,Info,descriptive,indignant,11,20,1
{},False,{},2656,2023-12-16 00:09:37,False,,,EvaluationTrial,211,211,True,211,50,47,evaluations,"{""id"": 210, ""word_1"": ""apologetic"", ""word_2"": ""proud"", ""idx_1"": 5, ""idx_2"": 25, ""order"": 0}",True,False,,0.0,,2,True,2964.0,,,4.726,204.0,210.5,6.5,0,default,EvaluationTrial,Info,apologetic,proud,5,25,0
{},False,{},2657,2023-12-16 00:09:38,False,,,EvaluationTrial,258,258,True,258,51,46,evaluations,"{""id"": 257, ""word_1"": ""appreciative"", ""word_2"": ""urgent"", ""idx_1"": 6, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,1,True,2966.0,,,6.767,353.5,360.0,6.5,0,default,EvaluationTrial,Info,appreciative,urgent,6,38,1
{},False,{},2658,2023-12-16 00:09:40,False,,,EvaluationTrial,307,307,True,307,39,35,evaluations,"{""id"": 306, ""word_1"": ""confused"", ""word_2"": ""joyful"", ""idx_1"": 8, ""idx_2"": 22, ""order"": 0}",True,False,,0.0,,1,True,2963.0,,,2.67,464.0,470.5,6.5,0,default,EvaluationTrial,Info,confused,joyful,8,22,0
{},False,{},2659,2023-12-16 00:09:40,False,,,EvaluationTrial,492,492,True,492,54,49,evaluations,"{""id"": 491, ""word_1"": ""encouraging"", ""word_2"": ""thankful"", ""idx_1"": 14, ""idx_2"": 36, ""order"": 0}",True,False,,0.0,,4,True,2979.0,,,20.984,100.0,106.5,6.5,0,default,EvaluationTrial,Info,encouraging,thankful,14,36,0
{},False,{},2660,2023-12-16 00:09:42,False,,,EvaluationTrial,335,335,True,335,38,44,evaluations,"{""id"": 334, ""word_1"": ""curious"", ""word_2"": ""happy"", ""idx_1"": 9, ""idx_2"": 19, ""order"": 1}",True,False,,0.0,,3,True,2970.0,,,9.57,464.0,470.5,6.5,0,default,EvaluationTrial,Info,curious,happy,9,19,1
{},False,{},2661,2023-12-16 00:09:45,False,,,EvaluationTrial,383,383,True,383,39,35,evaluations,"{""id"": 382, ""word_1"": ""defensive"", ""word_2"": ""uncertain"", ""idx_1"": 10, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,2,True,2974.0,,,11.332,470.5,477.0,6.5,0,default,EvaluationTrial,Info,defensive,uncertain,10,37,0
{},False,{},2662,2023-12-16 00:09:45,False,,,EvaluationTrial,736,736,True,736,50,47,evaluations,"{""id"": 735, ""word_1"": ""reflective"", ""word_2"": ""skeptical"", ""idx_1"": 27, ""idx_2"": 33, ""order"": 1}",True,False,,0.0,,2,True,2968.0,,,3.072,210.5,217.0,6.5,0,default,EvaluationTrial,Info,reflective,skeptical,27,33,1
{},False,{},2663,2023-12-16 00:09:48,False,,,EvaluationTrial,139,139,True,139,51,46,evaluations,"{""id"": 138, ""word_1"": ""annoyed"", ""word_2"": ""pleased"", ""idx_1"": 3, ""idx_2"": 24, ""order"": 0}",True,False,,0.0,,1,True,2969.0,,,2.868,360.0,366.5,6.5,0,default,EvaluationTrial,Info,annoyed,pleased,3,24,0
{},False,{},2664,2023-12-16 00:09:50,False,,,EvaluationTrial,522,522,True,522,50,47,evaluations,"{""id"": 521, ""word_1"": ""friendly"", ""word_2"": ""frustrated"", ""idx_1"": 16, ""idx_2"": 17, ""order"": 0}",True,False,,0.0,,2,True,2971.0,,,1.157,217.0,223.5,6.5,0,default,EvaluationTrial,Info,friendly,frustrated,16,17,0
{},False,{},2665,2023-12-16 00:09:52,False,,,EvaluationTrial,389,389,True,389,51,46,evaluations,"{""id"": 388, ""word_1"": ""descriptive"", ""word_2"": ""encouraging"", ""idx_1"": 11, ""idx_2"": 14, ""order"": 1}",True,False,,0.0,,2,True,2973.0,,,2.388,366.5,373.0,6.5,0,default,EvaluationTrial,Info,descriptive,encouraging,11,14,1
{},False,{},2666,2023-12-16 00:09:53,False,,,EvaluationTrial,767,767,True,767,38,44,evaluations,"{""id"": 766, ""word_1"": ""sad"", ""word_2"": ""sarcastic"", ""idx_1"": 30, ""idx_2"": 31, ""order"": 1}",True,False,,0.0,,4,True,2980.0,,,8.776,470.5,477.0,6.5,0,default,EvaluationTrial,Info,sad,sarcastic,30,31,1
{},False,{},2667,2023-12-16 00:09:53,False,,,EvaluationTrial,816,816,True,816,50,47,evaluations,"{""id"": 815, ""word_1"": ""uncertain"", ""word_2"": ""urgent"", ""idx_1"": 37, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,4,True,2975.0,,,3.718,223.5,230.0,6.5,0,default,EvaluationTrial,Info,uncertain,urgent,37,38,1
{},False,{},2668,2023-12-16 00:09:54,False,,,EvaluationTrial,8,8,True,8,53,48,evaluations,"{""id"": 7, ""word_1"": ""admiring"", ""word_2"": ""concerned"", ""idx_1"": 0, ""idx_2"": 7, ""order"": 0}",True,False,,0.0,,1,True,2976.0,,,4.583,106.5,113.0,6.5,0,default,EvaluationTrial,Info,admiring,concerned,0,7,0
{},False,{},2669,2023-12-16 00:09:57,False,,,EvaluationTrial,332,332,True,332,51,46,evaluations,"{""id"": 331, ""word_1"": ""curious"", ""word_2"": ""friendly"", ""idx_1"": 9, ""idx_2"": 16, ""order"": 0}",True,False,,0.0,,4,True,2978.0,,,4.713,373.0,379.5,6.5,0,default,EvaluationTrial,Info,curious,friendly,9,16,0
{},False,{},2670,2023-12-16 00:09:58,False,,,EvaluationTrial,647,647,True,647,39,35,evaluations,"{""id"": 646, ""word_1"": ""irritated"", ""word_2"": ""uncertain"", ""idx_1"": 21, ""idx_2"": 37, ""order"": 1}",True,False,,0.0,,2,True,3154.0,,,20.135,477.0,483.5,6.5,0,default,EvaluationTrial,Info,irritated,uncertain,21,37,1
{},False,{},2671,2023-12-16 00:09:59,False,,,EvaluationTrial,596,596,True,596,50,47,evaluations,"{""id"": 595, ""word_1"": ""happy"", ""word_2"": ""proud"", ""idx_1"": 19, ""idx_2"": 25, ""order"": 0}",True,False,,0.0,,5,True,2981.0,,,3.954,230.0,236.5,6.5,0,default,EvaluationTrial,Info,happy,proud,19,25,0
{},False,{},2672,2023-12-16 00:10:01,False,,,EvaluationTrial,152,152,True,152,53,48,evaluations,"{""id"": 151, ""word_1"": ""annoyed"", ""word_2"": ""uncertain"", ""idx_1"": 3, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,3,True,2982.0,,,4.453,113.0,119.5,6.5,0,default,EvaluationTrial,Info,annoyed,uncertain,3,37,0
{},False,{},2673,2023-12-16 00:10:02,False,,,EvaluationTrial,661,661,True,661,57,50,evaluations,"{""id"": 660, ""word_1"": ""joyful"", ""word_2"": ""skeptical"", ""idx_1"": 22, ""idx_2"": 33, ""order"": 1}",True,False,,0.0,,1,True,2991.0,,,12.707,100.0,106.5,6.5,0,default,EvaluationTrial,Info,joyful,skeptical,22,33,1
{},False,{},2674,2023-12-16 00:10:03,False,,,EvaluationTrial,136,136,True,136,51,46,evaluations,"{""id"": 135, ""word_1"": ""annoyed"", ""word_2"": ""irritated"", ""idx_1"": 3, ""idx_2"": 21, ""order"": 0}",True,False,,0.0,,5,True,2983.0,,,3.405,379.5,386.0,6.5,0,default,EvaluationTrial,Info,annoyed,irritated,3,21,0
{},False,{},2675,2023-12-16 00:10:03,False,,,EvaluationTrial,648,648,True,648,54,49,evaluations,"{""id"": 647, ""word_1"": ""irritated"", ""word_2"": ""urgent"", ""idx_1"": 21, ""idx_2"": 38, ""order"": 0}",True,False,,0.0,,4,True,2984.0,,,3.551,106.5,113.0,6.5,0,default,EvaluationTrial,Info,irritated,urgent,21,38,0
{},False,{},2676,2023-12-16 00:10:04,False,,,EvaluationTrial,491,491,True,491,38,44,evaluations,"{""id"": 490, ""word_1"": ""encouraging"", ""word_2"": ""sympathetic"", ""idx_1"": 14, ""idx_2"": 35, ""order"": 1}",True,False,,0.0,,4,True,2986.0,,,6.504,477.0,483.5,6.5,0,default,EvaluationTrial,Info,encouraging,sympathetic,14,35,1
{},False,{},2677,2023-12-16 00:10:05,False,,,EvaluationTrial,319,319,True,319,50,47,evaluations,"{""id"": 318, ""word_1"": ""confused"", ""word_2"": ""surprised"", ""idx_1"": 8, ""idx_2"": 34, ""order"": 1}",True,False,,0.0,,4,True,2997.0,,,16.759,236.5,243.0,6.5,0,default,EvaluationTrial,Info,confused,surprised,8,34,1
{},False,{},2678,2023-12-16 00:10:08,False,,,EvaluationTrial,22,22,True,22,53,48,evaluations,"{""id"": 21, ""word_1"": ""admiring"", ""word_2"": ""irritated"", ""idx_1"": 0, ""idx_2"": 21, ""order"": 0}",True,False,,0.0,,1,True,2985.0,,,1.948,119.5,126.0,6.5,0,default,EvaluationTrial,Info,admiring,irritated,0,21,0
{},False,{},2679,2023-12-16 00:10:08,False,,,EvaluationTrial,457,457,True,457,51,46,evaluations,"{""id"": 456, ""word_1"": ""disappointed"", ""word_2"": ""reflective"", ""idx_1"": 13, ""idx_2"": 27, ""order"": 0}",True,False,,0.0,,3,True,2987.0,,,4.799,386.0,392.5,6.5,0,default,EvaluationTrial,Info,disappointed,reflective,13,27,0
{},False,{},2680,2023-12-16 00:10:10,False,,,EvaluationTrial,151,151,True,151,54,49,evaluations,"{""id"": 150, ""word_1"": ""annoyed"", ""word_2"": ""thankful"", ""idx_1"": 3, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,1,True,2989.0,,,4.562,113.0,119.5,6.5,0,default,EvaluationTrial,Info,annoyed,thankful,3,36,1
{},False,{},2681,2023-12-16 00:10:11,False,,,EvaluationTrial,318,318,True,318,53,48,evaluations,"{""id"": 317, ""word_1"": ""confused"", ""word_2"": ""skeptical"", ""idx_1"": 8, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,4,True,2990.0,,,2.965,126.0,132.5,6.5,0,default,EvaluationTrial,Info,confused,skeptical,8,33,0
{},False,{},2682,2023-12-16 00:10:13,False,,,EvaluationTrial,783,783,True,783,38,44,evaluations,"{""id"": 782, ""word_1"": ""sarcastic"", ""word_2"": ""urgent"", ""idx_1"": 31, ""idx_2"": 38, ""order"": 0}",True,False,,0.0,,3,True,2988.0,,,1.1,483.5,490.0,6.5,0,default,EvaluationTrial,Info,sarcastic,urgent,31,38,0
{},False,{},2683,2023-12-16 00:10:15,False,,,EvaluationTrial,55,55,True,55,51,46,evaluations,"{""id"": 54, ""word_1"": ""affectionate"", ""word_2"": ""excited"", ""idx_1"": 1, ""idx_2"": 15, ""order"": 1}",True,False,,0.0,,3,True,2992.0,,,1.631,392.5,399.0,6.5,0,default,EvaluationTrial,Info,affectionate,excited,1,15,1
,False,{},2684,2023-12-16 00:10:15,False,,,EvaluationTrial,254,254,True,254,38,44,evaluations,"{""id"": 253, ""word_1"": ""appreciative"", ""word_2"": ""surprised"", ""idx_1"": 6, ""idx_2"": 34, ""order"": 1}",True,True,,0.0,2199.0,3,False,2993.0,0.0,1.0,2.557,490.0,496.5,6.5,0,default,EvaluationTrial,Info,appreciative,surprised,6,34,1
